station_id,date_time,wind_direction,wind_speed,wind_gust,visibility,current_wx1,current_wx2,current_wx3,low_cloud_type,low_cloud_level,medium_cloud_type,medium_cloud_level,high_cloud_type,high_cloud_level,highest_cloud_type,highest_cloud_level,air_temperature,dew_point_temperature,altimeter
SBGR,2023-12-24 07:00:00,80,6.0,,9000,,,,SCT,200.0,,,,,,,20.0,19.0,29.91
SBGR,2023-12-24 07:15:00,80,9.0,,2500,BR,,,BKN,200.0,,,,,,,19.0,19.0,29.91
SBGR,2023-12-24 08:00:00,60,7.0,,1200,BR,,,BKN,100.0,,,,,,,19.0,19.0,29.94
SBGR,2023-12-24 08:25:00,60,7.0,,800,FG,,,OVC,100.0,,,,,,,19.0,19.0,29.94
SBGR,2023-12-24 09:00:00,80,4.0,,1200,BR,BCFG,,BKN,200.0,,,,,,,19.0,19.0,29.97
SBGR,2023-12-24 09:30:00,100,2.0,,4000,BR,,,SCT,300.0,,,,,,,20.0,20.0,29.97
SBGR,2023-12-24 10:00:00,0,0.0,,8000,,,,SCT,500.0,,,,,,,21.0,21.0,30.0
SBGR,2023-12-24 11:00:00,310,7.0,,9999,,,,BKN,2000.0,,,,,,,24.0,20.0,30.03
SBGR,2023-12-24 12:00:00,330,8.0,,9999,,,,BKN,2300.0,,,,,,,25.0,19.0,30.03
SBGR,2023-12-24 13:00:00,310,9.0,,9999,,,,BKN,3500.0,,,,,,,26.0,19.0,30.03
SBGR,2023-12-24 14:00:00,320,10.0,,9999,,,,BKN,3500.0,,,,,,,27.0,18.0,30.03
SBGR,2023-12-24 15:00:00,300,10.0,,9999,,,,BKN,3500.0,,,,,,,28.0,19.0,30.0
SBGR,2023-12-24 16:00:00,300,10.0,23.0,9999,,,,SCT,4000.0,,,,,,,30.0,18.0,29.97
SBGR,2023-12-24 17:00:00,270,12.0,,9999,,,,SCT,4500.0,,,,,,,31.0,18.0,29.94
SBGR,2023-12-24 18:00:00,290,11.0,,10000,,,,,,,,,,,,31.0,18.0,29.91
SBGR,2023-12-24 19:00:00,300,12.0,,10000,,,,,,,,,,,,31.0,17.0,29.91
SBGR,2023-12-24 20:00:00,290,12.0,,10000,,,,,,,,,,,,30.0,17.0,29.91
SBGR,2023-12-24 21:00:00,280,10.0,,10000,,,,,,,,,,,,30.0,16.0,29.94
SBGR,2023-12-24 22:00:00,160,6.0,,10000,,,,,,,,,,,,26.0,20.0,29.97
SBGR,2023-12-24 23:00:00,120,4.0,,10000,,,,,,,,,,,,25.0,20.0,29.97
SBGR,2023-12-25 00:00:00,150,2.0,,10000,,,,,,,,,,,,23.0,20.0,30.0
SBGR,2023-12-25 01:00:00,130,2.0,,10000,,,,,,,,,,,,22.0,20.0,30.03
SBGR,2023-12-25 02:00:00,170,1.0,,10000,,,,,,,,,,,,21.0,20.0,30.03
SBGR,2023-12-25 03:00:00,70,3.0,,10000,,,,,,,,,,,,22.0,21.0,30.03
SBGR,2023-12-25 04:00:00,70,4.0,,7000,,,,NSC,,,,,,,,22.0,20.0,30.03
SBGR,2023-12-25 05:00:00,70,7.0,,7000,,,,NSC,,,,,,,,21.0,20.0,29.97
SBGR,2023-12-25 06:00:00,80,4.0,,8000,,,,NSC,,,,,,,,21.0,20.0,29.97
SBGR,2023-12-25 07:00:00,90,4.0,,10000,,,,,,,,,,,,21.0,20.0,29.97
SBGR,2023-12-25 08:00:00,60,6.0,,10000,,,,,,,,,,,,21.0,20.0,29.97
SBGR,2023-12-25 09:00:00,80,9.0,,9999,BCFG,,,SCT,200.0,,,,,,,20.0,20.0,30.0
SBGR,2023-12-25 10:00:00,70,4.0,,9999,BCFG,,,SCT,400.0,,,,,,,22.0,21.0,30.0
SBGR,2023-12-25 11:00:00,0,0.0,,9999,,,,FEW,2000.0,,,,,,,25.0,21.0,30.03
SBGR,2023-12-25 12:00:00,340,6.0,,9999,,,,FEW,3000.0,,,,,,,28.0,20.0,30.0
SBGR,2023-12-25 13:00:00,300,9.0,,9999,,,,SCT,3500.0,,,,,,,29.0,19.0,30.0
SBGR,2023-12-25 14:00:00,320,8.0,,9999,,,,SCT,4500.0,,,,,,,30.0,19.0,29.97
SBGR,2023-12-25 15:00:00,290,9.0,,10000,,,,,,,,,,,,32.0,19.0,29.97
SBGR,2023-12-25 16:00:00,270,13.0,,10000,,,,,,,,,,,,33.0,19.0,29.97
SBGR,2023-12-25 17:00:00,320,11.0,,10000,,,,,,,,,,,,33.0,17.0,29.94
SBGR,2023-12-25 18:00:00,320,10.0,,10000,,,,,,,,,,,,34.0,17.0,29.91
SBGR,2023-12-25 19:00:00,310,12.0,,9999,,,,FEW,5000.0,SCT,7000.0,,,,,33.0,17.0,29.88
SBGR,2023-12-25 20:00:00,300,9.0,,9999,,,,FEW,3000.0,,,,,,,32.0,17.0,29.91
SBGR,2023-12-25 21:00:00,310,8.0,,9999,,,,FEW,3000.0,,,,,,,31.0,17.0,29.91
SBGR,2023-12-25 22:00:00,280,8.0,,10000,,,,,,,,,,,,30.0,18.0,29.94
SBGR,2023-12-25 23:00:00,320,6.0,,10000,,,,,,,,,,,,28.0,18.0,29.94
SBGR,2023-12-26 00:00:00,270,4.0,,10000,,,,,,,,,,,,26.0,19.0,29.94
SBGR,2023-12-26 01:00:00,250,3.0,,10000,,,,,,,,,,,,25.0,19.0,29.97
SBGR,2023-12-26 02:00:00,260,2.0,,10000,,,,,,,,,,,,25.0,19.0,29.97
SBGR,2023-12-26 03:00:00,280,5.0,,10000,,,,,,,,,,,,25.0,19.0,29.97
SBGR,2023-12-26 04:00:00,260,1.0,,10000,,,,,,,,,,,,24.0,19.0,29.94
SBGR,2023-12-26 05:00:00,280,5.0,,10000,,,,,,,,,,,,25.0,19.0,29.94
SBGR,2023-12-26 06:00:00,270,8.0,,10000,,,,,,,,,,,,25.0,19.0,29.91
SBGR,2023-12-26 07:00:00,280,4.0,,10000,,,,,,,,,,,,24.0,19.0,29.91
SBGR,2023-12-26 08:00:00,200,1.0,,10000,,,,,,,,,,,,23.0,20.0,29.94
SBGR,2023-12-26 09:00:00,270,3.0,,10000,,,,,,,,,,,,23.0,20.0,29.97
SBGR,2023-12-26 10:00:00,310,2.0,,10000,,,,,,,,,,,,25.0,20.0,30.0
SBGR,2023-12-26 11:00:00,280,3.0,,9999,,,,SCT,4800.0,,,,,,,27.0,20.0,30.0
SBGR,2023-12-26 12:00:00,320,7.0,,9999,,,,BKN,4000.0,BKN,8000.0,,,,,27.0,19.0,30.0
SBGR,2023-12-26 13:00:00,280,5.0,,9999,,,,BKN,3000.0,,,,,,,27.0,19.0,30.0
SBGR,2023-12-26 14:00:00,170,5.0,,9999,,,,BKN,3000.0,,,,,,,27.0,20.0,30.0
SBGR,2023-12-26 15:00:00,0,0.0,,9999,,,,BKN,3000.0,,,,,,,28.0,20.0,30.0
SBGR,2023-12-26 16:00:00,160,6.0,,8000,,,,BKN,2000.0,,,,,,,24.0,20.0,30.0
SBGR,2023-12-26 17:00:00,160,7.0,,9000,-RA,,,OVC,2000.0,,,,,,,25.0,20.0,29.97
SBGR,2023-12-26 18:00:00,160,7.0,,9999,,,,BKN,1300.0,OVC,2500.0,,,,,23.0,20.0,29.97
SBGR,2023-12-26 19:00:00,160,7.0,,9999,,,,FEW,1100.0,OVC,1700.0,,,,,24.0,19.0,29.97
SBGR,2023-12-26 20:00:00,170,8.0,,9999,,,,BKN,1300.0,OVC,2000.0,,,,,22.0,19.0,29.97
SBGR,2023-12-26 21:00:00,150,7.0,,9999,,,,BKN,1300.0,OVC,2500.0,,,,,22.0,19.0,29.97
SBGR,2023-12-26 22:00:00,140,5.0,,9999,,,,OVC,1300.0,,,,,,,21.0,18.0,30.0
SBGR,2023-12-26 23:00:00,110,6.0,,9999,,,,BKN,1300.0,OVC,3000.0,,,,,21.0,18.0,30.03
SBGR,2023-12-27 00:00:00,120,7.0,,9999,,,,FEW,900.0,OVC,1100.0,,,,,21.0,18.0,30.06
SBGR,2023-12-27 01:00:00,120,5.0,,9999,,,,FEW,900.0,OVC,1100.0,,,,,20.0,18.0,30.09
SBGR,2023-12-27 02:00:00,160,6.0,,9999,,,,OVC,1100.0,,,,,,,19.0,17.0,30.09
SBGR,2023-12-27 03:00:00,100,5.0,,9999,,,,SCT,2100.0,,,,,,,20.0,14.0,30.06
SBGR,2023-12-27 04:00:00,120,5.0,,9999,,,,FEW,3000.0,,,,,,,19.0,15.0,30.06
SBGR,2023-12-27 05:00:00,100,5.0,,10000,,,,,,,,,,,,18.0,16.0,30.06
SBGR,2023-12-27 06:00:00,70,2.0,,9999,,,,FEW,2300.0,,,,,,,18.0,16.0,30.03
SBGR,2023-12-27 07:00:00,70,4.0,,9999,,,,BKN,2300.0,,,,,,,18.0,16.0,30.03
SBGR,2023-12-27 08:00:00,70,4.0,,9999,,,,FEW,1500.0,BKN,2300.0,,,,,18.0,16.0,30.06
SBGR,2023-12-27 09:00:00,110,5.0,,9000,,,,FEW,1000.0,SCT,7000.0,,,,,18.0,15.0,30.09
SBGR,2023-12-27 10:00:00,150,5.0,,9000,,,,SCT,2000.0,SCT,7000.0,,,,,19.0,15.0,30.09
SBGR,2023-12-27 11:00:00,110,6.0,,9999,,,,SCT,2300.0,,,,,,,21.0,14.0,30.12
SBGR,2023-12-27 12:00:00,100,8.0,,9999,,,,FEW,3000.0,,,,,,,22.0,14.0,30.12
SBGR,2023-12-27 13:00:00,100,7.0,,9999,,,,FEW,3500.0,,,,,,,23.0,12.0,30.12
SBGR,2023-12-27 14:00:00,120,7.0,,9999,,,,SCT,4000.0,,,,,,,25.0,14.0,30.12
SBGR,2023-12-27 15:00:00,100,9.0,,9999,,,,BKN,4000.0,,,,,,,25.0,15.0,30.09
SBGR,2023-12-27 16:00:00,130,8.0,,9999,,,,BKN,4000.0,,,,,,,25.0,15.0,30.09
SBGR,2023-12-27 17:00:00,130,9.0,,9999,,,,BKN,4000.0,,,,,,,25.0,15.0,30.06
SBGR,2023-12-27 18:00:00,160,7.0,,9999,,,,BKN,4300.0,,,,,,,25.0,15.0,30.06
SBGR,2023-12-27 19:00:00,130,8.0,,9999,,,,BKN,4300.0,,,,,,,25.0,15.0,30.06
SBGR,2023-12-27 20:00:00,130,7.0,,9999,,,,BKN,3600.0,,,,,,,24.0,15.0,30.06
SBGR,2023-12-27 21:00:00,140,8.0,,9999,,,,BKN,4000.0,,,,,,,22.0,14.0,30.06
SBGR,2023-12-27 22:00:00,130,7.0,,9999,,,,BKN,4000.0,,,,,,,21.0,14.0,30.09
SBGR,2023-12-27 23:00:00,110,8.0,,10000,,,,,,,,,,,,20.0,15.0,30.09
SBGR,2023-12-28 00:00:00,130,6.0,,10000,,,,,,,,,,,,19.0,15.0,30.12
SBGR,2023-12-28 01:00:00,130,6.0,,9999,,,,SCT,2000.0,,,,,,,19.0,15.0,30.12
SBGR,2023-12-28 02:00:00,100,6.0,,9999,,,,SCT,2000.0,,,,,,,19.0,15.0,30.12
SBGR,2023-12-28 03:00:00,120,5.0,,9999,,,,FEW,2000.0,,,,,,,19.0,15.0,30.09
SBGR,2023-12-28 04:00:00,110,4.0,,9999,,,,FEW,2000.0,BKN,3000.0,,,,,18.0,13.0,30.09
SBGR,2023-12-28 05:00:00,70,6.0,,9999,,,,SCT,2000.0,,,,,,,18.0,13.0,30.06
SBGR,2023-12-28 06:00:00,80,5.0,,10000,,,,,,,,,,,,17.0,14.0,30.03
SBGR,2023-12-28 07:00:00,70,5.0,,10000,,,,,,,,,,,,16.0,14.0,30.03
SBGR,2023-12-28 08:00:00,80,6.0,,10000,,,,,,,,,,,,16.0,14.0,30.03
SBGR,2023-12-28 09:00:00,80,6.0,,9999,,,,FEW,4500.0,,,,,,,16.0,14.0,30.06
SBGR,2023-12-28 10:00:00,70,9.0,,9999,,,,FEW,4500.0,,,,,,,19.0,15.0,30.06
SBGR,2023-12-28 11:00:00,60,11.0,,10000,,,,,,,,,,,,21.0,15.0,30.09
SBGR,2023-12-28 12:00:00,70,10.0,,10000,,,,,,,,,,,,23.0,16.0,30.09
SBGR,2023-12-28 13:00:00,70,8.0,,9999,,,,FEW,4000.0,,,,,,,24.0,17.0,30.06
SBGR,2023-12-28 14:00:00,80,6.0,,9999,,,,FEW,4000.0,,,,,,,26.0,17.0,30.06
SBGR,2023-12-28 15:00:00,100,4.0,,9999,,,,SCT,4500.0,,,,,,,29.0,17.0,30.03
SBGR,2023-12-28 16:00:00,290,5.0,,9999,,,,BKN,4800.0,,,,,,,30.0,15.0,30.0
SBGR,2023-12-28 17:00:00,10,7.0,,9999,,,,BKN,4500.0,,,,,,,31.0,15.0,29.97
SBGR,2023-12-28 18:00:00,300,7.0,,9999,,,,SCT,4000.0,,,,,,,32.0,14.0,29.97
SBGR,2023-12-28 19:00:00,180,8.0,,8000,,,,FEW,4000.0,,,,,,,29.0,18.0,29.94
SBGR,2023-12-28 20:00:00,190,6.0,,10000,,,,,,,,,,,,28.0,19.0,29.94
SBGR,2023-12-28 21:00:00,190,5.0,,10000,,,,,,,,,,,,26.0,18.0,29.97
SBGR,2023-12-28 22:00:00,190,4.0,,10000,,,,,,,,,,,,25.0,18.0,29.97
SBGR,2023-12-28 23:00:00,180,2.0,,10000,,,,,,,,,,,,23.0,18.0,30.0
SBGR,2023-12-29 00:00:00,130,3.0,,10000,,,,,,,,,,,,22.0,18.0,30.0
SBGR,2023-12-29 01:00:00,90,4.0,,10000,,,,,,,,,,,,22.0,19.0,30.03
SBGR,2023-12-29 02:00:00,100,2.0,,10000,,,,,,,,,,,,21.0,19.0,30.03
SBGR,2023-12-29 03:00:00,120,2.0,,10000,,,,,,,,,,,,20.0,18.0,30.0
SBGR,2023-12-29 04:00:00,70,3.0,,10000,,,,,,,,,,,,20.0,18.0,30.0
SBGR,2023-12-29 05:00:00,70,4.0,,10000,,,,,,,,,,,,19.0,18.0,29.97
SBGR,2023-12-29 06:00:00,70,6.0,,10000,,,,,,,,,,,,19.0,18.0,29.94
SBGR,2023-12-29 07:00:00,70,6.0,,10000,,,,,,,,,,,,19.0,18.0,29.91
SBGR,2023-12-29 08:00:00,80,6.0,,10000,,,,,,,,,,,,19.0,18.0,29.94
SBGR,2023-12-29 09:00:00,70,6.0,,6000,,,,FEW,200.0,,,,,,,19.0,18.0,29.91
SBGR,2023-12-29 10:00:00,60,7.0,,8000,,,,NSC,,,,,,,,20.0,18.0,29.94
SBGR,2023-12-29 11:00:00,60,4.0,,10000,,,,,,,,,,,,24.0,19.0,29.97
SBGR,2023-12-29 12:00:00,30,3.0,,10000,,,,,,,,,,,,27.0,19.0,29.97
SBGR,2023-12-29 13:00:00,330,12.0,,10000,,,,,,,,,,,,31.0,19.0,29.97
SBGR,2023-12-29 14:00:00,320,12.0,,10000,,,,,,,,,,,,33.0,18.0,29.94
SBGR,2023-12-29 15:00:00,300,15.0,,9999,,,,FEW,4500.0,,,,,,,33.0,17.0,29.94
SBGR,2023-12-29 16:00:00,280,14.0,,9999,,,,FEW,4500.0,,,,,,,34.0,15.0,29.91
SBGR,2023-12-29 17:00:00,280,14.0,,10000,,,,,,,,,,,,35.0,16.0,29.91
SBGR,2023-12-29 18:00:00,290,13.0,,10000,,,,,,,,,,,,35.0,15.0,29.88
SBGR,2023-12-29 19:00:00,300,11.0,,10000,,,,,,,,,,,,36.0,15.0,29.88
SBGR,2023-12-29 20:00:00,290,10.0,,10000,,,,,,,,,,,,33.0,16.0,29.88
SBGR,2023-12-29 21:00:00,270,11.0,,10000,,,,,,,,,,,,32.0,16.0,29.88
SBGR,2023-12-29 22:00:00,270,7.0,,10000,,,,,,,,,,,,30.0,16.0,29.91
SBGR,2023-12-29 23:00:00,230,5.0,,10000,,,,,,,,,,,,30.0,16.0,29.94
SBGR,2023-12-30 00:00:00,180,2.0,,10000,,,,,,,,,,,,26.0,18.0,29.97
SBGR,2023-12-30 01:00:00,300,4.0,,10000,,,,,,,,,,,,25.0,17.0,29.97
SBGR,2023-12-30 02:00:00,260,5.0,,10000,,,,,,,,,,,,24.0,17.0,29.97
SBGR,2023-12-30 03:00:00,100,2.0,,10000,,,,,,,,,,,,23.0,17.0,29.94
SBGR,2023-12-30 04:00:00,80,4.0,,10000,,,,,,,,,,,,22.0,17.0,29.88
SBGR,2023-12-30 05:00:00,80,2.0,,10000,,,,,,,,,,,,21.0,17.0,29.88
SBGR,2023-12-30 06:00:00,0,0.0,,10000,,,,,,,,,,,,22.0,17.0,29.94
SBGR,2023-12-30 07:00:00,190,4.0,,10000,,,,,,,,,,,,24.0,17.0,29.97
SBGR,2023-12-30 08:00:00,170,11.0,,9999,,,,BKN,1700.0,,,,,,,23.0,19.0,30.0
SBGR,2023-12-30 09:00:00,150,9.0,,9999,,,,BKN,4000.0,,,,,,,22.0,17.0,30.03
SBGR,2023-12-30 10:00:00,160,7.0,,9999,,,,BKN,4300.0,,,,,,,22.0,17.0,30.03
SBGR,2023-12-30 11:00:00,160,6.0,,9999,,,,SCT,2100.0,BKN,4500.0,,,,,22.0,18.0,30.06
SBGR,2023-12-30 12:00:00,150,3.0,,7000,,,,SCT,2000.0,BKN,4500.0,,,,,21.0,20.0,30.06
SBGR,2023-12-30 12:42:00,130,3.0,,4000,-RA,BR,,BKN,1500.0,SCT,3000.0,,,,,21.0,19.0,30.09
SBGR,2023-12-30 13:00:00,110,4.0,,4500,-RA,BR,,BKN,1300.0,OVC,2500.0,,,,,20.0,19.0,30.09
SBGR,2023-12-30 14:00:00,100,5.0,,9999,,,,SCT,1300.0,OVC,2100.0,,,,,21.0,19.0,30.06
SBGR,2023-12-30 15:00:00,120,5.0,,9999,,,,SCT,1500.0,OVC,2300.0,,,,,22.0,18.0,30.06
SBGR,2023-12-30 16:00:00,180,6.0,,9999,,,,SCT,1300.0,OVC,2300.0,,,,,21.0,19.0,30.06
SBGR,2023-12-30 17:00:00,160,5.0,,9999,,,,FEW,1100.0,BKN,1500.0,OVC,2500.0,,,21.0,18.0,30.06
SBGR,2023-12-30 18:00:00,150,6.0,,9999,,,,BKN,1500.0,OVC,2000.0,,,,,22.0,18.0,30.03
SBGR,2023-12-30 19:00:00,160,6.0,,9999,,,,OVC,1500.0,,,,,,,21.0,17.0,30.03
SBGR,2023-12-30 20:00:00,160,7.0,,9999,,,,OVC,1700.0,,,,,,,21.0,17.0,30.03
SBGR,2023-12-30 21:00:00,160,9.0,,9999,,,,FEW,1100.0,OVC,1500.0,,,,,20.0,18.0,30.03
SBGR,2023-12-30 22:00:00,160,6.0,,9999,,,,OVC,1500.0,,,,,,,20.0,17.0,30.03
SBGR,2023-12-30 23:00:00,120,6.0,,9999,,,,BKN,1500.0,OVC,2500.0,,,,,20.0,17.0,30.06
SBGR,2023-12-30 23:40:00,110,9.0,,9999,,,,BKN,1100.0,OVC,2000.0,,,,,20.0,18.0,30.06
SBGR,2023-12-31 00:00:00,100,9.0,,9999,,,,BKN,900.0,OVC,2000.0,,,,,19.0,18.0,30.09
SBGR,2023-12-31 01:00:00,100,8.0,,9999,,,,SCT,1000.0,OVC,1500.0,,,,,20.0,17.0,30.09
SBGR,2023-12-31 02:00:00,120,6.0,,9999,,,,SCT,1300.0,OVC,2300.0,,,,,19.0,17.0,30.09
SBGR,2023-12-31 03:00:00,120,5.0,,9999,,,,SCT,1500.0,OVC,3300.0,,,,,19.0,16.0,30.09
SBGR,2023-12-31 04:00:00,120,7.0,,9999,,,,FEW,1100.0,BKN,4000.0,,,,,19.0,17.0,30.06
SBGR,2023-12-31 05:00:00,120,6.0,,9999,,,,FEW,1800.0,BKN,4000.0,,,,,19.0,16.0,30.06
SBGR,2023-12-31 06:00:00,120,7.0,,9999,,,,FEW,1500.0,BKN,4200.0,,,,,19.0,16.0,30.03
SBGR,2023-12-31 07:00:00,120,6.0,,9999,,,,BKN,4400.0,,,,,,,19.0,15.0,30.03
SBGR,2023-12-31 08:00:00,120,6.0,,9999,,,,BKN,4800.0,,,,,,,18.0,15.0,30.03
SBGR,2023-12-31 09:00:00,100,6.0,,9999,,,,SCT,2400.0,BKN,5000.0,,,,,18.0,15.0,30.06
SBGR,2023-12-31 10:00:00,90,6.0,,9999,,,,BKN,2300.0,BKN,5000.0,,,,,19.0,15.0,30.06
SBGR,2023-12-31 11:00:00,100,10.0,,9999,,,,FEW,2300.0,BKN,5000.0,,,,,21.0,14.0,30.06
SBGR,2023-12-31 12:00:00,90,11.0,,9999,,,,BKN,2300.0,,,,,,,22.0,15.0,30.09
SBGR,2023-12-31 13:00:00,90,10.0,,9999,,,,SCT,2600.0,BKN,5000.0,,,,,23.0,15.0,30.09
SBGR,2023-12-31 14:00:00,80,10.0,,9999,,,,OVC,2600.0,,,,,,,23.0,16.0,30.09
SBGR,2023-12-31 15:00:00,100,9.0,,9999,,,,OVC,2600.0,,,,,,,23.0,16.0,30.09
SBGR,2023-12-31 16:00:00,80,8.0,,9999,,,,BKN,2600.0,BKN,4500.0,,,,,24.0,17.0,30.06
SBGR,2023-12-31 17:00:00,110,6.0,,9999,,,,OVC,3000.0,,,,,,,23.0,16.0,30.06
SBGR,2023-12-31 18:00:00,140,6.0,,9999,,,,OVC,2500.0,,,,,,,24.0,18.0,30.03
SBGR,2023-12-31 19:00:00,150,7.0,,9999,,,,OVC,2000.0,,,,,,,22.0,17.0,30.03
SBGR,2023-12-31 20:00:00,120,10.0,,9999,,,,BKN,1700.0,BKN,3000.0,,,,,22.0,18.0,30.03
SBGR,2023-12-31 21:00:00,150,8.0,,9999,,,,BKN,1500.0,OVC,2500.0,,,,,21.0,17.0,30.03
SBGR,2023-12-31 21:40:00,140,8.0,,9999,,,,BKN,1300.0,OVC,2500.0,,,,,20.0,17.0,30.03
SBGR,2023-12-31 22:00:00,140,7.0,,9999,,,,BKN,1300.0,OVC,2500.0,,,,,20.0,17.0,30.03
SBGR,2023-12-31 23:00:00,110,8.0,,9999,,,,BKN,1300.0,BKN,2500.0,,,,,20.0,17.0,30.06
